Customer_ID,Var1,Var2,Group,Category,Rating,Purchased_ABC_product
1699987,256.634,31.752,G1,C2,Silver,1
1732923,55.447,5.348,G1,C3,Silver,1
1750259,33.371,1.871,G1,C1,Bronze,1
1810307,42.627,1.692,G1,C2,Silver,0
1834707,7.429,0,G1,C1,Bronze,0
1841560,13.743,0,G1,C3,Bronze,0
1851502,5.87,0.176,G5,C1,Bronze,0
1852146,13.378,2.531,G5,C4,Bronze,1
1859735,46.271,2.559,G1,C3,Silver,1
1867879,25.732,0,G1,C1,Silver,0
1869286,49.272,1.935,G1,C2,Gold,1
1879832,37.493,0.269,G1,C1,Bronze,0
1880503,32.545,2.833,G1,C1,Bronze,0
1881321,83.64,12.641,G1,C2,Gold,1
1884525,22.102,1.236,G1,C1,Bronze,0
1903099,9.28,0.281,G4,C1,Bronze,0
1916142,66.212,1.65,G1,C3,Silver,1
1916428,86.624,7.52,G1,C5,Gold,1
1924033,90.689,7.056,G1,C3,Silver,1
1932315,156.318,10.018,G1,C2,Gold,1
1947995,75.728,3.856,G1,C1,Silver,1
1948047,47.438,4.776,G1,C1,Bronze,0
1972811,5.788,1.276,G5,C4,Bronze,0
1989525,23.819,3.611,G1,C1,Silver,0
1990948,6.48,0.567,G1,C3,Silver,0
1991629,23.263,2.523,G1,C1,Silver,1
1993305,278.472,13.287,G1,C5,Gold,1
2001090,19.365,1.23,G1,C1,Silver,1
2008660,62.064,2.892,G5,C1,Silver,1
2009798,16.098,2.846,G5,C4,Bronze,1
2110688,78.618,4.916,G1,C3,Silver,1
2111755,259.68,17.814,G5,C2,Gold,1
2114250,43.734,5.544,G5,C1,Bronze,0
2135076,21.874,0.318,G1,C1,Bronze,0
2135413,15.338,1.33,G6,C1,Bronze,0
2135965,293.243,17.09,G3,C2,Gold,1
2153438,5.608,0.166,G5,C4,Bronze,0
2187297,4.806,1.438,G1,C3,Bronze,1
2192765,5.855,0,G5,C1,Bronze,0
2201970,9.809,2.084,G5,C1,Bronze,0
2225444,5.379,0.26,G5,C3,Silver,0
2226461,141.072,15.924,G1,C5,Gold,1
2232399,32.656,7.692,G5,C1,Bronze,1
2359193,326.497,10.5,G3,C2,Gold,1
2378282,25.349,1.437,G1,C3,Silver,0
2403983,87.641,8.948,G1,C1,Bronze,1
2404091,25.296,1.504,G1,C3,Bronze,1
2409165,89.653,12.582,G1,C5,Silver,1
2461945,52.775,5.827,G1,C3,Bronze,0
2465119,51.445,0.771,G1,C1,Silver,0
2570042,7.939,0,G1,C1,Bronze,0
3205601,2.878,0.239,G1,C3,Bronze,0
3411165,17.6,0.338,G1,C1,Silver,0
3444818,11.03,1.315,G5,C1,Bronze,0
3588274,100.905,3.638,G5,C2,Silver,1
3699351,20.219,3.125,G1,C3,Bronze,1
4076713,9.589,0.241,G5,C1,Bronze,0
4178156,17.411,0,G1,C3,Bronze,0
4181307,6.484,0.978,G1,C1,Silver,1
4313545,71.424,5.299,G1,C2,Silver,1
4418303,40.622,1.072,G1,C2,Silver,0
4460793,70.951,6.396,G1,C3,Bronze,1
4510896,12.616,1.583,G1,C1,Silver,1
4529866,17.66,0.338,G1,C3,Silver,0
4579454,30.503,4.557,G4,C2,Bronze,0
4585204,7.67,2.576,G1,C1,Bronze,1
4602076,55.577,5.347,G5,C1,Bronze,1
4611394,72.916,6.425,G3,C1,Silver,1
4629154,72.143,7.614,G1,C5,Bronze,1
4685539,42.624,3.178,G5,C1,Bronze,0
4694940,9.415,0.819,G5,C4,Bronze,1
4763176,0.909,0,G5,C4,Bronze,0
4770672,110.395,16.286,G5,C5,Gold,1
4773954,19.673,3.438,G1,C1,Bronze,0
4886551,13.386,0,G5,C3,Silver,0
4919416,835.279,57.041,G3,C2,Gold,1
5919792,72.376,8.061,G5,C2,Silver,0
5997265,130.851,11.471,G5,C5,Silver,1
6113456,6.841,2.473,G5,C4,Bronze,1
6195785,34.583,0.229,G1,C1,Silver,0
6210961,21.551,4.11,G1,C4,Bronze,1
6351369,4.711,0.22,G5,C4,Bronze,0
6364839,14.96,3.066,G5,C4,Bronze,1
6387611,58.496,7.052,G1,C3,Silver,1
6425789,175.412,3.19,G3,C5,Silver,1
6465320,3.815,0.913,G1,C1,Bronze,0
6528514,5.322,0,G5,C1,Bronze,0
6533297,27.363,2.601,G5,C1,Bronze,1
6538631,13.508,0,G5,C1,Bronze,0
6549277,27.332,0.19,G5,C3,Bronze,0
6551899,55.306,0,G5,C1,Bronze,0
6552084,17.759,0.968,G5,C3,Silver,0
6558659,29.606,0.859,G5,C1,Bronze,1
6608784,84.016,8.676,G1,C2,Silver,1
6609736,108.776,0,G1,C2,Silver,0
6612728,0.904,0.255,G5,C4,Bronze,0
6789122,27.181,0.614,G1,C3,Silver,0
6833978,28.269,0.456,G1,C1,Bronze,1
6846002,38.433,1.7,G5,C2,Gold,0
7031642,32.46,6.404,G5,C1,Bronze,0
7052408,23.591,0.567,G5,C3,Bronze,0
7057301,1.9,1.008,G5,C1,Bronze,0
7078215,114.676,20.392,G5,C3,Gold,1
7092516,30.634,2.794,G5,C1,Bronze,0
7114324,465.544,61.097,G5,C5,Gold,1
7140639,19.17,1.457,G5,C3,Silver,1
7182312,18.617,0.865,G5,C4,Bronze,1
7192871,20.031,0.83,G5,C4,Bronze,0
86443,15.164,0.661,G1,C1,Bronze,1
100901,5.776,0,G2,C4,Bronze,0
123291,10.859,3.071,G1,C3,Silver,1
135843,99.892,0.834,G1,C1,Bronze,0
149371,21.117,1.31,G1,C1,Silver,0
150420,13.279,0.3,G1,C3,Bronze,0
161791,63.936,2.094,G1,C3,Bronze,0
178462,33.328,1.537,G1,C1,Bronze,1
387731,19.298,1.055,G1,C3,Silver,0
417547,53.634,0,G1,C3,Silver,0
436650,38.735,5.508,G1,C1,Bronze,1
450824,24.296,1.699,G1,C1,Bronze,0
496956,54.011,1.003,G1,C3,Gold,0
685337,5.998,0,G1,C3,Silver,0
692186,13.434,1.051,G1,C1,Bronze,0
717368,75.893,3.144,G1,C2,Gold,0
724448,31.515,7.436,G1,C2,Silver,1
725865,76.326,2.896,G1,C3,Silver,1
736871,4.653,0,G2,C4,Bronze,0
748682,31.313,0,G1,C1,Bronze,0
749318,47.765,0.926,G1,C1,Silver,0
763948,37.224,5.882,G1,C3,Bronze,0
773174,102.234,5.287,G1,C2,Silver,0
774850,90.712,6.961,G3,C1,Silver,0
816093,19.264,1.485,G1,C1,Gold,1
843817,586.256,37.589,G3,C2,Gold,1
844471,62.832,7.108,G2,C5,Gold,1
1213832,15.019,1.354,G1,C3,Bronze,1
1224652,37.042,1.249,G1,C1,Silver,0
1227356,4.75,1.047,G1,C4,Bronze,0
1228840,50.998,2.325,G1,C1,Bronze,0
1229578,26.723,2.987,G1,C2,Gold,1
1272368,255.794,35.262,G1,C2,Gold,0
1275043,161.98,14.617,G1,C5,Gold,1
1326693,13.877,0,G1,C1,Bronze,0
1340371,10.022,0,G1,C4,Bronze,0
1344196,45.756,0.348,G1,C3,Bronze,0
1345986,9.036,0,G1,C1,Bronze,0
1350559,82.497,7.365,G1,C5,Gold,1
1579917,63.995,2.154,G3,C1,Gold,0
1584503,34.974,3.019,G1,C5,Gold,1
1752406,72.493,4.559,G1,C1,Gold,1
1754619,41.846,9.469,G1,C3,Bronze,1
1755251,23.372,0.932,G1,C3,Silver,0
1828588,151.05,24.193,G4,C3,Silver,1
1838300,39.608,8.529,G1,C1,Silver,1
1842247,29.15,1.984,G1,C1,Bronze,0
1861217,27.76,5.119,G1,C3,Silver,0
1866318,0.912,0.251,G1,C3,Silver,0
1874020,60.929,3.178,G1,C1,Bronze,0
1878556,49.27,3.047,G1,C1,Silver,0
1893157,61.322,8.107,G1,C5,Silver,1
1894792,64.097,3.267,G1,C1,Bronze,1
1903108,170.936,4.321,G1,C1,Silver,0
1919734,22.423,0.294,G1,C4,Bronze,0
1922500,38.53,3.987,G5,C1,Bronze,1
1934906,64.821,4.608,G1,C3,Silver,1
1948222,16.779,0.861,G1,C3,Bronze,1
1956072,13.832,0.927,G1,C1,Silver,1
2009048,14.783,1.003,G5,C1,Bronze,1
2017435,76.394,9.652,G1,C1,Silver,1
2116162,154.086,9.41,G5,C5,Gold,1
2134126,24.714,10.145,G1,C4,Silver,1
2134974,145.532,26.36,G1,C1,Silver,1
2147951,54.222,9.899,G5,C1,Silver,0
2153596,16.63,1.133,G5,C4,Bronze,0
2160999,27.413,2.055,G5,C1,Bronze,0
2186318,27.104,0.581,G5,C1,Bronze,0
2213702,60.267,2.369,G1,C1,Gold,1
2216094,41.809,1.186,G1,C3,Silver,1
2218679,48.905,7.087,G1,C1,Silver,1
2221089,16.585,0,G1,C1,Bronze,0
2225471,221.8,22.562,G1,C2,Gold,1
2270195,155.661,8.82,G3,C2,Gold,1
2290271,49.511,0.877,G1,C1,Bronze,0
2294964,13.678,4.226,G1,C1,Bronze,1
2300497,9.568,0.276,G5,C1,Bronze,0
2308136,5.641,0.421,G5,C1,Bronze,0
2308210,114.583,7.813,G5,C2,Silver,1
2385327,8.905,1.299,G1,C4,Bronze,0
2397690,7.007,0.805,G1,C1,Bronze,1
2397731,5.149,0,G1,C1,Silver,0
2401133,11.388,0.572,G1,C3,Bronze,0
2437729,34.055,2.958,G5,C1,Bronze,0
2469014,1.884,1.013,G1,C1,Bronze,1
2536935,34.715,1.239,G5,C3,Bronze,0
3194392,128.906,8.288,G1,C5,Silver,1
3197987,76.235,6.99,G1,C1,Silver,1
3374904,19.518,0,G5,C1,Silver,0
3406259,3.646,0.416,G4,C1,Bronze,1
3466846,32.778,3.798,G5,C1,Bronze,0
3587036,23.429,3.185,G1,C1,Silver,1
3692900,81.169,4.84,G1,C3,Silver,0
3693140,29.928,0,G6,C1,Bronze,0
4346121,24.17,0,G5,C3,Bronze,0
4397941,6.14,0.92,G5,C1,Bronze,0
4722817,13.29,0.447,G5,C1,Bronze,0
4758021,28.643,3.388,G1,C3,Bronze,0
4760834,59.744,5.872,G1,C1,Bronze,0
4762130,2.301,0,G1,C1,Bronze,0
4763963,607.186,57.905,G5,C2,Gold,1
4946766,0.87,0.93,G5,C3,Bronze,0
4968749,35.498,0.301,G5,C3,Bronze,0
5348824,0.907,0.97,G5,C3,Bronze,0
6362480,1.69,0,G5,C4,Bronze,0
6389492,22.968,1.523,G1,C4,Bronze,1
6472947,11.889,1.441,G1,C1,Bronze,0
6477905,1.841,0,G1,C3,Bronze,0
6491692,43.366,0.983,G5,C1,Bronze,0
6614280,7.574,1.44,G5,C1,Bronze,1
6626685,171.155,11.43,G1,C5,Gold,1
6626824,8.179,0,G1,C1,Bronze,0
6653368,21.887,1.064,G5,C1,Bronze,1
6657521,508.294,41.31,G5,C5,Gold,1
6680074,34.836,5.686,G1,C1,Silver,1
6688921,42.011,11.632,G5,C1,Bronze,1
6822321,25.457,0.952,G5,C3,Bronze,1
6833888,11.49,0.259,G1,C1,Bronze,0
6834396,75.684,8.378,G1,C1,Bronze,0
6911039,28.08,3.229,G5,C1,Bronze,0
6942961,5.6,0.462,G5,C3,Bronze,1
6955149,1.9,0,G5,C3,Bronze,0
7019161,5.359,0.78,G5,C4,Bronze,0
7031371,1.181,0,G5,C1,Bronze,0
7092524,20.939,1.065,G1,C1,Silver,1
7171016,49.417,2.965,G5,C3,Silver,1
7189333,6.75,0,G5,C1,Bronze,0
7262531,39.071,1.073,G5,C3,Silver,0
1975,13.175,1.056,G1,C3,Silver,0
59663,31.009,0.303,G1,C1,Silver,0
63588,125.735,6.786,G1,C5,Gold,1
70252,80.418,4.929,G1,C2,Gold,0
79207,296.506,8.305,G3,C2,Gold,1
119529,12.072,1.054,G1,C1,Bronze,0
133286,35.228,1.178,G1,C1,Silver,0
186023,0.955,0.215,G2,C4,Bronze,0
235540,4.209,0,G1,C1,Bronze,0
238619,9.766,1.435,G1,C1,Bronze,1
240794,1.99,0,G1,C1,Bronze,0
384856,7.97,0.915,G2,C4,Bronze,0
386512,90.032,3.287,G1,C1,Silver,1
403931,73.573,1.072,G1,C1,Silver,0
404473,11.944,0.562,G1,C1,Bronze,0
408197,12.713,1.239,G1,C1,Bronze,0
413203,38.823,4.075,G1,C1,Silver,1
423098,84.793,2.959,G1,C2,Silver,1
469589,25.642,0,G1,C3,Bronze,0
484289,30.098,1.948,G1,C2,Silver,1
686004,222.591,38.463,G1,C5,Gold,1
710673,16.433,0,G1,C1,Bronze,0
728108,53.269,1.95,G1,C1,Bronze,0
728991,27.679,3.807,G1,C1,Silver,1
729049,8.759,0,G1,C1,Bronze,0
742145,5.565,0.991,G1,C1,Bronze,0
753224,31.077,1.069,G1,C3,Silver,0
756088,16.546,4.167,G1,C1,Bronze,0
766319,3.962,0.382,G1,C1,Bronze,0
779105,21.009,1.182,G1,C3,Silver,1
785469,106.083,3.646,G1,C1,Gold,1
785584,20.487,0.903,G1,C1,Bronze,0
795523,5.899,0,G1,C1,Bronze,0
819445,2.424,0.86,G1,C3,Silver,1
827703,43.12,2.049,G1,C1,Silver,1
836203,27.086,1.941,G1,C1,Bronze,0
1158942,100.641,6.817,G1,C5,Silver,1
1332960,28.087,0.178,G1,C1,Bronze,0
1344011,36.356,0.918,G1,C3,Gold,1
1365401,80.028,1.018,G1,C1,Gold,0
1365840,2.525,1.318,G1,C1,Gold,0
1587233,81.244,5.95,G1,C1,Silver,0
1742697,11.18,1.275,G1,C3,Gold,0
1754938,64.262,3.741,G1,C1,Silver,1
1755364,37.423,2.719,G1,C3,Bronze,0
1819177,33.607,8.843,G1,C1,Bronze,0
1833064,52.318,6.927,G1,C5,Silver,1
1837176,7.878,2.138,G1,C3,Silver,0
1872293,25.245,1.738,G1,C1,Bronze,1
1874097,101.028,9.655,G1,C5,Gold,1
1881589,64.542,1.637,G1,C1,Gold,0
1884424,60.391,5.425,G1,C3,Silver,1
1888391,319.089,17.499,G3,C5,Gold,1
1903115,178.396,11.086,G1,C2,Gold,1
1928122,18.761,0,G1,C1,Bronze,0
1936465,215.496,13.293,G5,C2,Gold,1
1952541,28.04,1.046,G6,C2,Bronze,0
1960915,1.028,1.1,G1,C1,Silver,0
1970963,48.051,0.52,G1,C1,Silver,0
1978573,8.46,0,G1,C1,Bronze,0
1982654,362.776,28.516,G3,C5,Gold,1
1984215,45.943,4.097,G3,C3,Bronze,1
1985886,25.575,2.512,G1,C1,Bronze,0
1999812,13.189,0.395,G1,C1,Bronze,1
2000389,7.139,1.005,G1,C3,Silver,0
2017750,63.747,9.573,G1,C1,Silver,1
2100172,11.44,2.162,G5,C4,Bronze,1
2106807,3.428,0,G5,C4,Bronze,0
2107028,22.504,2.454,G1,C3,Silver,1
2140141,55.446,4.622,G1,C1,Silver,1
2142211,5.75,0,G1,C4,Bronze,0
2183173,82.2,0.732,G1,C2,Gold,1
2195319,16.772,0,G1,C4,Bronze,0
2195652,5.298,0,G1,C1,Bronze,0
2207952,19.903,0.96,G5,C1,Bronze,0
2213479,36.292,0,G1,C1,Silver,0
2216372,27.693,0.935,G1,C3,Bronze,0
2245060,11.587,0,G5,C4,Bronze,0
2255794,12.047,0,G1,C1,Bronze,0
2282174,24.495,3.052,G5,C3,Silver,1
2286655,153.395,2.127,G1,C2,Silver,0
2305030,39.296,5.613,G5,C1,Bronze,1
2305503,68.936,11.278,G5,C2,Silver,1
2380502,5.091,0,G1,C1,Bronze,0
2449319,107.826,0.68,G1,C2,Gold,0
3212827,20.772,5.035,G5,C3,Bronze,0
3368361,6.008,1.224,G5,C4,Bronze,1
3556862,8.321,1.707,G1,C1,Bronze,0
3632198,29.812,1.432,G5,C1,Bronze,1
3680905,5.191,0,G5,C1,Bronze,0
3682922,177.642,15.842,G5,C5,Gold,1
3692832,185.683,11.906,G3,C5,Gold,1
3695669,41.157,1.162,G1,C1,Gold,0
3696167,1.829,0.934,G1,C3,Silver,0
3716781,103.492,0,G1,C1,Silver,0
3984826,67.477,4.322,G5,C2,Silver,1
4117755,45.73,0,G5,C2,Silver,0
4287178,28.118,0,G3,C1,Bronze,0
4299233,10.216,0.865,G5,C3,Silver,1
4396097,8.461,0,G5,C3,Bronze,0
4467085,36.316,3.389,G5,C1,Bronze,1
4475444,128.942,3.267,G1,C3,Silver,1
4504526,20.879,1.124,G5,C1,Bronze,0
4567801,123.413,3.282,G5,C2,Gold,1
4578290,31.953,2.797,G1,C1,Bronze,0
4598375,18.895,1.926,G1,C1,Bronze,0
4625121,28.139,6.631,G1,C1,Silver,1
4684737,7.405,1.94,G1,C4,Bronze,0
4689270,162.854,5.017,G3,C5,Gold,1
4691642,69.978,9.806,G5,C3,Silver,0
4706891,41.677,0.899,G5,C1,Bronze,0
4914969,21.916,0.163,G1,C1,Bronze,0
4918189,600.98,47.111,G3,C5,Gold,1
5022897,6.874,0.974,G1,C1,Bronze,0
5298046,5.914,0.212,G5,C4,Bronze,0
5332378,101.221,10.478,G5,C3,Silver,1
5914519,25.808,2.253,G5,C5,Bronze,1
5925651,12.407,0.247,G6,C1,Bronze,0
6015410,26.417,2.813,G5,C3,Silver,0
6112936,46.965,5.473,G5,C1,Bronze,1
6150374,15.892,1.395,G5,C4,Silver,0
6213806,24.995,0.161,G1,C3,Silver,0
6251414,44.334,8.751,G1,C1,Silver,1
6426043,14.435,0.263,G1,C3,Bronze,0
6450667,3.303,0.222,G5,C1,Bronze,0
6477280,125.882,11.812,G1,C2,Gold,1
6479701,132.935,19.225,G3,C5,Gold,1
6496932,100.19,4.293,G1,C5,Silver,1
6602355,31.843,4.882,G1,C5,Bronze,1
6626195,224.926,22.702,G3,C2,Gold,1
6661144,5.708,0.271,G5,C4,Bronze,0
6675118,41.07,3.924,G5,C1,Silver,1
6695199,2.805,0.183,G1,C3,Bronze,0
6701041,10.563,0,G1,C1,Bronze,0
6847224,6.191,0.161,G5,C4,Bronze,0
6940372,29.558,1.247,G5,C3,Bronze,1
6958443,18.186,0.36,G5,C1,Bronze,0
6961784,34.503,5.775,G5,C1,Bronze,1
6974105,11.018,0.353,G5,C1,Bronze,1
6974154,18.9,3.156,G5,C3,Bronze,1
7014972,1.908,0,G5,C3,Bronze,0
7039052,38.763,3.354,G5,C3,Bronze,1
7053644,60.171,4.089,G5,C3,Silver,1
7094823,63.525,12.917,G5,C3,Silver,1
7144460,5.495,0,G5,C4,Bronze,0
7156267,29.614,2.066,G5,C3,Bronze,1
7157635,1.72,0.899,G5,C4,Bronze,0
7251884,2.565,1.814,G5,C4,Bronze,1
12607,12.065,1.713,G1,C1,Gold,1
121984,4.701,0,G1,C1,Silver,0
123314,13.196,0,G1,C5,Silver,0
128274,54.67,1.563,G1,C1,Silver,0
231786,10.81,0,G1,C1,Bronze,0
235424,169.475,15.393,G1,C3,Silver,1
237139,72.592,0.935,G1,C1,Silver,1
